Country;Semester;Electricity Price;time_frequency;energy_product;energy_consumption;unit_of_measure;tax_type;currency;consumption_description;consumption_band
Latvia;2023-S1;0.295;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Lithuania;2023-S1;0.3151;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Luxembourg;2023-S1;0.1136;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Hungary;2023-S1;0.1951;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Malta;2023-S1;0.3104;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Netherlands;2023-S1;0.4054;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Austria;2023-S1;0.1978;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Poland;2023-S1;0.2898;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Portugal;2023-S1;0.1957;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Romania;2023-S1;0.2971;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovenia;2023-S1;0.1708;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovakia;2023-S1;0.1532;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Finland;2023-S1;0.1077;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Sweden;2023-S1;0.1295;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Iceland;2023-S1;0.0425;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Norway;2023-S1;0.0865;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bosnia and Herzegovina;2023-S1;0.1372;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Montenegro;2023-S1;0.1627;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
North Macedonia;2023-S1;0.2597;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Albania;2023-S1;0.1491;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Serbia;2023-S1;0.1731;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Türkiye;2023-S1;0.2949;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Belgium;2023-S2;0.2715;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bulgaria;2023-S2;0.1631;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Czechia;2023-S2;0.24;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Denmark;2023-S2;0.1428;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Germany;2023-S2;0.2574;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Estonia;2023-S2;0.1631;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Ireland;2023-S2;0.2736;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Greece;2023-S2;0.3239;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Spain;2023-S2;0.204;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
France;2023-S2;0.1733;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Croatia;2023-S2;0.2084;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Italy;2023-S2;0.2356;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Cyprus;2023-S2;0.3093;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Latvia;2023-S2;0.2368;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Lithuania;2023-S2;0.2613;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Luxembourg;2023-S2;0.1136;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Hungary;2023-S2;0.2002;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Malta;2023-S2;0.305;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Netherlands;2023-S2;0.2283;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Austria;2023-S2;0.2188;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Poland;2023-S2;0.3444;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Portugal;2023-S2;0.2164;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Romania;2023-S2;0.2595;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovenia;2023-S2;0.1737;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Slovakia;2023-S2;0.1713;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Finland;2023-S2;0.1063;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Sweden;2023-S2;0.114;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Iceland;2023-S2;0.0437;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Norway;2023-S2;0.0775;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bosnia and Herzegovina;2023-S2;0.1387;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Montenegro;2023-S2;0.157;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
North Macedonia;2023-S2;0.2427;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Albania;2023-S2;0.1493;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Serbia;2023-S2;0.1922;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Türkiye;2023-S2;0.2648;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Belgium;2024-S1;0.2396;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Bulgaria;2024-S1;0.1613;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Czechia;2024-S1;0.2649;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Denmark;2024-S1;0.1485;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Germany;2024-S1;0.258;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Estonia;2024-S1;0.1561;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Ireland;2024-S1;0.2228;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
Greece;2024-S1;0.3009;Half-yearly, semesterly;Electricity;Consumption for 15 000 kWh or over - band DE;Kilowatt-hour;Excluding VAT and other recoverable taxes and levies;Purchasing Power Standard;Consumption for 15 000 kWh or over - band DE;DE
